,Team,Match Up,Game Date,W/L,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-,a.Team,a.Match Up,a.Game Date,a.W/L,a.PTS,a.FGM,a.FGA,a.FG%,a.3PM,a.3PA,a.3P%,a.FTM,a.FTA,a.FT%,a.OREB,a.DREB,a.REB,a.AST,a.STL,a.BLK,a.TOV,a.PF,a.+/-
372,POR,POR vs. ATL,01/30/2023,W,129,43,79,54.4,19,40,47.5,24,27,88.9,3,29,32,24,2,7,8,21,4,ATL,ATL @ POR,01/30/2023,L,125,44,94,46.8,13,30,43.3,24,30,80.0,17,28,45,26,5,0,7,21,-4
373,PHI,PHI vs. ORL,01/30/2023,L,109,40,85,47.1,11,30,36.7,18,23,78.3,8,37,45,28,8,3,19,25,-10,ORL,ORL @ PHI,01/30/2023,W,119,42,99,42.4,11,29,37.9,24,30,80.0,15,35,50,23,11,6,10,16,10
374,BKN,BKN vs. LAL,01/30/2023,W,121,45,95,47.4,16,41,39.0,15,19,78.9,12,38,50,24,8,9,11,25,17,LAL,LAL @ BKN,01/30/2023,L,104,35,89,39.3,11,29,37.9,23,37,62.2,16,37,53,24,1,3,14,16,-17
375,DAL,DAL vs. DET,01/30/2023,W,111,39,79,49.4,10,34,29.4,23,33,69.7,9,31,40,17,6,1,11,18,6,DET,DET @ DAL,01/30/2023,L,105,36,79,45.6,14,39,35.9,19,27,70.4,9,31,40,18,9,6,14,31,-6
376,OKC,OKC vs. GSW,01/30/2023,L,120,46,93,49.5,11,24,45.8,17,20,85.0,8,35,43,23,10,4,17,18,-8,GSW,GSW @ OKC,01/30/2023,W,128,46,90,51.1,20,47,42.6,16,20,80.0,6,38,44,37,9,4,15,18,8
377,PHX,PHX vs. TOR,01/30/2023,W,114,43,87,49.4,11,28,39.3,17,21,81.0,13,29,42,28,10,4,12,16,8,TOR,TOR @ PHX,01/30/2023,L,106,40,89,44.9,9,33,27.3,17,19,89.5,16,28,44,19,9,4,14,19,-8
378,MIN,MIN vs. SAC,01/30/2023,L,111,43,92,46.7,12,39,30.8,13,25,52.0,8,41,49,26,7,3,18,16,-7,SAC,SAC @ MIN,01/30/2023,W,118,47,99,47.5,9,30,30.0,15,22,68.2,10,40,50,20,15,3,12,21,7
379,SAS,SAS vs. WAS,01/30/2023,L,106,42,97,43.3,7,29,24.1,15,23,65.2,14,29,43,26,6,6,10,20,-21,WAS,WAS @ SAS,01/30/2023,W,127,48,86,55.8,16,30,53.3,15,17,88.2,5,40,45,32,7,8,14,19,21
380,MIL,MIL vs. NOP,01/29/2023,W,135,53,96,55.2,17,43,39.5,12,20,60.0,12,45,57,27,7,4,12,18,25,NOP,NOP @ MIL,01/29/2023,L,110,41,93,44.1,13,34,38.2,15,21,71.4,8,30,38,25,7,3,12,20,-25
381,MEM,MEM vs. IND,01/29/2023,W,112,43,89,48.3,9,37,24.3,17,22,77.3,15,26,41,29,10,8,9,21,12,IND,IND @ MEM,01/29/2023,L,100,36,79,45.6,9,32,28.1,19,21,90.5,11,27,38,21,4,6,18,22,-12
382,CLE,CLE vs. LAC,01/29/2023,W,122,44,78,56.4,20,33,60.6,14,19,73.7,4,31,35,35,9,7,13,23,23,LAC,LAC @ CLE,01/29/2023,L,99,37,89,41.6,2,19,10.5,23,27,85.2,15,30,45,17,6,0,15,19,-23
383,CHA,CHA vs. MIA,01/29/2023,W,122,45,83,54.2,15,40,37.5,17,22,77.3,11,36,47,25,6,3,19,18,5,MIA,MIA @ CHA,01/29/2023,L,117,45,93,48.4,10,31,32.3,17,23,73.9,10,26,36,26,11,0,11,17,-5
384,NOP,NOP vs. WAS,01/28/2023,L,103,39,92,42.4,8,29,27.6,17,19,89.5,8,34,42,21,9,8,10,26,-10,WAS,WAS @ NOP,01/28/2023,W,113,40,88,45.5,11,36,30.6,22,29,75.9,13,40,53,18,5,8,18,17,10
385,PHI,PHI vs. DEN,01/28/2023,W,126,46,89,51.7,18,35,51.4,16,24,66.7,12,27,39,31,10,2,11,15,7,DEN,DEN @ PHI,01/28/2023,L,119,44,81,54.3,14,34,41.2,17,20,85.0,6,30,36,28,6,6,14,14,-7
386,BKN,BKN vs. NYK,01/28/2023,W,122,46,87,52.9,22,40,55.0,8,14,57.1,9,26,35,31,5,3,9,17,7,NYK,NYK @ BKN,01/28/2023,L,115,45,88,51.1,10,28,35.7,15,19,78.9,14,31,45,19,4,4,11,14,-7
387,DET,DET vs. HOU,01/28/2023,L,114,38,83,45.8,14,38,36.8,24,31,77.4,8,27,35,23,10,5,16,25,-3,HOU,HOU @ DET,01/28/2023,W,117,44,92,47.8,8,27,29.6,21,27,77.8,16,32,48,20,8,4,17,20,3
388,ORL,ORL vs. CHI,01/28/2023,L,109,41,83,49.4,10,28,35.7,17,24,70.8,6,30,36,29,5,0,13,18,-19,CHI,CHI @ ORL,01/28/2023,W,128,48,81,59.3,16,35,45.7,16,19,84.2,4,34,38,30,5,6,12,22,19
389,SAS,SAS vs. PHX,01/28/2023,L,118,48,109,44.0,10,29,34.5,12,17,70.6,17,36,53,32,6,4,13,20,-10,PHX,PHX @ SAS,01/28/2023,W,128,50,103,48.5,8,24,33.3,20,26,76.9,17,35,52,31,7,6,9,19,10
390,MIN,MIN vs. SAC,01/28/2023,W,117,42,80,52.5,17,37,45.9,16,21,76.2,9,35,44,25,5,2,20,26,7,SAC,SAC @ MIN,01/28/2023,L,110,37,82,45.1,9,33,27.3,27,36,75.0,10,26,36,23,5,0,9,21,-7
391,UTA,UTA vs. DAL,01/28/2023,W,108,39,82,47.6,13,36,36.1,17,24,70.8,13,36,49,26,9,6,17,23,8,DAL,DAL @ UTA,01/28/2023,L,100,35,80,43.8,18,46,39.1,12,17,70.6,7,24,31,26,7,3,14,18,-8
392,BOS,BOS vs. LAL,01/28/2023,W,125,39,84,46.4,13,40,32.5,34,39,87.2,7,39,46,18,8,9,12,22,4,LAL,LAL @ BOS,01/28/2023,L,121,47,105,44.8,12,42,28.6,15,20,75.0,11,36,47,30,4,0,12,23,-4
393,ATL,ATL vs. LAC,01/28/2023,L,113,45,95,47.4,7,27,25.9,16,20,80.0,15,32,47,24,12,2,9,18,-7,LAC,LAC @ ATL,01/28/2023,W,120,42,80,52.5,19,39,48.7,17,19,89.5,6,31,37,25,5,5,14,15,7
394,POR,POR vs. TOR,01/28/2023,L,105,40,76,52.6,7,24,29.2,18,23,78.3,3,24,27,18,3,6,12,16,-18,TOR,TOR @ POR,01/28/2023,W,123,48,92,52.2,10,30,33.3,17,18,94.4,15,30,45,24,6,3,8,18,18
395,MIA,MIA vs. ORL,01/27/2023,W,110,39,85,45.9,10,33,30.3,22,26,84.6,5,32,37,28,9,3,11,19,5,ORL,ORL @ MIA,01/27/2023,L,105,33,69,47.8,12,34,35.3,27,32,84.4,2,38,40,21,5,3,20,23,-5
396,MIN,MIN vs. MEM,01/27/2023,W,111,44,86,51.2,13,35,37.1,10,15,66.7,9,36,45,31,12,6,20,19,11,MEM,MEM @ MIN,01/27/2023,L,100,38,93,40.9,8,33,24.2,16,19,84.2,15,32,47,22,14,2,21,12,-11
397,GSW,GSW vs. TOR,01/27/2023,W,129,50,90,55.6,18,43,41.9,11,15,73.3,5,38,43,40,5,1,14,18,12,TOR,TOR @ GSW,01/27/2023,L,117,46,101,45.5,12,33,36.4,13,21,61.9,14,32,46,24,5,4,10,17,-12
398,OKC,OKC vs. CLE,01/27/2023,W,112,40,76,52.6,10,18,55.6,22,25,88.0,10,36,46,19,5,2,15,17,12,CLE,CLE @ OKC,01/27/2023,L,100,39,88,44.3,8,29,27.6,14,18,77.8,11,26,37,27,9,5,10,21,-12
399,IND,IND vs. MIL,01/27/2023,L,131,49,89,55.1,13,33,39.4,20,28,71.4,5,33,38,22,10,4,13,24,-10,MIL,MIL @ IND,01/27/2023,W,141,52,98,53.1,18,43,41.9,19,31,61.3,14,36,50,32,11,3,16,20,10
400,HOU,HOU vs. CLE,01/26/2023,L,95,39,76,51.3,5,21,23.8,12,20,60.0,10,36,46,24,5,6,22,20,-18,CLE,CLE @ HOU,01/26/2023,W,113,40,87,46.0,15,36,41.7,18,22,81.8,11,25,36,29,12,4,10,16,18
401,PHX,PHX vs. DAL,01/26/2023,L,95,35,86,40.7,13,32,40.6,12,16,75.0,13,37,50,24,4,6,9,21,-4,DAL,DAL @ PHX,01/26/2023,W,99,33,77,42.9,13,34,38.2,20,28,71.4,7,36,43,20,3,3,9,10,4
402,LAC,LAC vs. SAS,01/26/2023,W,138,52,89,58.4,18,38,47.4,16,21,76.2,6,31,37,26,9,9,5,21,38,SAS,SAS @ LAC,01/26/2023,L,100,37,82,45.1,8,24,33.3,18,28,64.3,11,31,42,24,2,1,14,18,-38
403,BOS,BOS vs. NYK,01/26/2023,L,117,41,100,41.0,16,46,34.8,19,23,82.6,15,39,54,22,4,4,13,19,-3,NYK,NYK @ BOS,01/26/2023,W,120,44,96,45.8,13,38,34.2,19,23,82.6,10,40,50,17,5,5,10,20,3
404,BKN,BKN vs. DET,01/26/2023,L,122,43,94,45.7,13,38,34.2,23,27,85.2,15,25,40,24,5,6,16,23,-8,DET,DET @ BKN,01/26/2023,W,130,48,95,50.5,11,27,40.7,23,26,88.5,15,33,48,27,12,5,11,22,8
405,CHA,CHA vs. CHI,01/26/2023,W,111,39,84,46.4,7,32,21.9,26,31,83.9,6,46,52,24,8,5,16,19,15,CHI,CHI @ CHA,01/26/2023,L,96,37,91,40.7,4,25,16.0,18,22,81.8,7,36,43,16,8,2,13,20,-15
406,LAL,LAL vs. SAS,01/25/2023,W,113,40,90,44.4,10,33,30.3,23,30,76.7,11,45,56,25,12,9,20,13,9,SAS,SAS @ LAL,01/25/2023,L,104,40,106,37.7,8,34,23.5,16,18,88.9,17,31,48,22,11,2,14,19,-9
407,SAC,SAC vs. TOR,01/25/2023,L,95,35,73,47.9,13,32,40.6,12,13,92.3,4,30,34,29,6,2,19,12,-18,TOR,TOR @ SAC,01/25/2023,W,113,48,97,49.5,12,40,30.0,5,7,71.4,11,30,41,28,12,8,10,17,18
408,HOU,HOU vs. WAS,01/25/2023,L,103,42,97,43.3,5,28,17.9,14,20,70.0,17,40,57,29,5,10,14,15,-5,WAS,WAS @ HOU,01/25/2023,W,108,39,98,39.8,12,38,31.6,18,23,78.3,15,33,48,27,13,7,8,16,5
409,MIL,MIL vs. DEN,01/25/2023,W,107,37,78,47.4,13,30,43.3,20,28,71.4,7,42,49,16,11,7,23,15,8,DEN,DEN @ MIL,01/25/2023,L,99,38,97,39.2,11,34,32.4,12,16,75.0,15,36,51,21,9,5,19,21,-8
410,NOP,NOP vs. MIN,01/25/2023,L,102,37,85,43.5,12,38,31.6,16,21,76.2,8,34,42,25,4,7,15,21,-9,MIN,MIN @ NOP,01/25/2023,W,111,40,82,48.8,11,29,37.9,20,28,71.4,4,32,36,23,8,5,9,18,9
411,OKC,OKC vs. ATL,01/25/2023,L,132,53,102,52.0,15,34,44.1,11,16,68.8,12,25,37,31,12,2,12,23,-5,ATL,ATL @ OKC,01/25/2023,W,137,50,84,59.5,11,29,37.9,26,33,78.8,11,35,46,26,5,6,17,16,5
412,PHI,PHI vs. BKN,01/25/2023,W,137,42,82,51.2,18,38,47.4,35,36,97.2,11,25,36,26,10,4,11,19,4,BKN,BKN @ PHI,01/25/2023,L,133,49,76,64.5,14,26,53.8,21,27,77.8,6,25,31,29,3,4,16,26,-4
413,ORL,ORL vs. IND,01/25/2023,W,126,46,82,56.1,15,28,53.6,19,25,76.0,9,25,34,34,8,7,18,22,6,IND,IND @ ORL,01/25/2023,L,120,41,85,48.2,15,35,42.9,23,29,79.3,10,22,32,25,14,5,17,20,-6
414,GSW,GSW vs. MEM,01/25/2023,W,122,43,85,50.6,14,32,43.8,22,28,78.6,14,30,44,33,7,5,22,27,2,MEM,MEM @ GSW,01/25/2023,L,120,42,88,47.7,10,31,32.3,26,37,70.3,11,25,36,26,10,3,14,26,-2
415,POR,POR vs. UTA,01/25/2023,W,134,51,89,57.3,17,36,47.2,15,18,83.3,6,35,41,26,9,4,10,15,10,UTA,UTA @ POR,01/25/2023,L,124,47,90,52.2,20,41,48.8,10,15,66.7,8,27,35,32,5,5,13,18,-10
416,PHX,PHX vs. CHA,01/24/2023,W,128,47,94,50.0,22,39,56.4,12,13,92.3,15,40,55,38,3,10,18,21,31,CHA,CHA @ PHX,01/24/2023,L,97,39,96,40.6,6,25,24.0,13,18,72.2,10,30,40,19,10,5,14,21,-31
417,NOP,NOP vs. DEN,01/24/2023,L,98,38,85,44.7,5,26,19.2,17,20,85.0,14,29,43,18,5,3,16,14,-1,DEN,DEN @ NOP,01/24/2023,W,99,39,80,48.8,11,33,33.3,10,13,76.9,7,27,34,27,8,5,12,20,1
418,NYK,NYK vs. CLE,01/24/2023,W,105,37,75,49.3,17,33,51.5,14,21,66.7,9,33,42,25,4,3,17,18,2,CLE,CLE @ NYK,01/24/2023,L,103,40,87,46.0,12,33,36.4,11,16,68.8,10,31,41,29,8,4,12,19,-2
419,MIA,MIA vs. BOS,01/24/2023,W,98,34,94,36.2,12,33,36.4,18,23,78.3,14,37,51,21,7,2,8,18,3,BOS,BOS @ MIA,01/24/2023,L,95,32,74,43.2,10,32,31.3,21,27,77.8,5,39,44,21,5,6,17,22,-3
420,LAL,LAL vs. LAC,01/24/2023,L,115,42,95,44.2,16,40,40.0,15,24,62.5,9,23,32,21,8,4,7,13,-18,LAC,LAC @ LAL,01/24/2023,W,133,51,84,60.7,19,38,50.0,12,15,80.0,7,40,47,25,4,9,15,20,18
421,IND,IND vs. CHI,01/24/2023,W,116,42,99,42.4,10,37,27.0,22,28,78.6,14,31,45,24,9,10,8,21,6,CHI,CHI @ IND,01/24/2023,L,110,43,88,48.9,5,24,20.8,19,25,76.0,11,34,45,19,5,5,16,23,-6
422,DAL,DAL vs. WAS,01/24/2023,L,126,47,89,52.8,10,30,33.3,22,26,84.6,8,30,38,24,6,2,9,25,-1,WAS,WAS @ DAL,01/24/2023,W,127,42,83,50.6,11,30,36.7,32,41,78.0,6,35,41,28,7,3,11,22,1
423,POR,POR vs. SAS,01/23/2023,W,147,55,92,59.8,20,33,60.6,17,22,77.3,8,28,36,34,11,4,10,16,20,SAS,SAS @ POR,01/23/2023,L,127,47,90,52.2,13,27,48.1,20,26,76.9,14,26,40,30,7,4,15,18,-20
424,CHI,CHI vs. ATL,01/23/2023,W,111,44,95,46.3,11,34,32.4,12,18,66.7,15,32,47,28,13,3,11,20,11,ATL,ATL @ CHI,01/23/2023,L,100,39,85,45.9,10,33,30.3,12,19,63.2,9,34,43,24,6,4,19,14,-11
425,HOU,HOU vs. MIN,01/23/2023,W,119,44,88,50.0,11,30,36.7,20,30,66.7,12,35,47,24,11,5,23,15,5,MIN,MIN @ HOU,01/23/2023,L,114,41,91,45.1,16,42,38.1,16,22,72.7,12,29,41,19,8,7,19,22,-5
426,UTA,UTA vs. CHA,01/23/2023,W,120,41,86,47.7,16,40,40.0,22,26,84.6,9,37,46,25,8,4,16,26,18,CHA,CHA @ UTA,01/23/2023,L,102,38,85,44.7,2,16,12.5,24,34,70.6,11,31,42,22,8,7,15,23,-18
427,ORL,ORL vs. BOS,01/23/2023,W,113,43,84,51.2,11,27,40.7,16,24,66.7,8,32,40,22,10,3,11,12,15,BOS,BOS @ ORL,01/23/2023,L,98,36,83,43.4,18,46,39.1,8,11,72.7,8,29,37,24,5,4,18,23,-15
428,SAC,SAC vs. MEM,01/23/2023,W,133,49,88,55.7,22,40,55.0,13,14,92.9,10,43,53,37,10,5,25,11,33,MEM,MEM @ SAC,01/23/2023,L,100,40,98,40.8,12,36,33.3,8,10,80.0,10,21,31,28,14,3,15,21,-33
429,DET,DET vs. MIL,01/23/2023,L,130,43,87,49.4,13,32,40.6,31,40,77.5,11,30,41,26,10,3,20,21,-20,MIL,MIL @ DET,01/23/2023,W,150,55,98,56.1,23,52,44.2,17,24,70.8,13,37,50,38,11,6,19,27,20
430,DAL,DAL vs. LAC,01/22/2023,L,98,35,80,43.8,13,35,37.1,15,26,57.7,12,26,38,15,3,3,10,21,-14,LAC,LAC @ DAL,01/22/2023,W,112,35,77,45.5,12,28,42.9,30,31,96.8,9,37,46,20,6,3,11,23,14
431,MIA,MIA vs. NOP,01/22/2023,W,100,35,80,43.8,8,34,23.5,22,27,81.5,12,30,42,17,16,1,22,14,4,NOP,NOP @ MIA,01/22/2023,L,96,37,78,47.4,8,30,26.7,14,18,77.8,8,33,41,24,17,4,25,22,-4
432,DEN,DEN vs. OKC,01/22/2023,L,99,36,82,43.9,10,28,35.7,17,33,51.5,10,32,42,22,7,5,9,16,-2,OKC,OKC @ DEN,01/22/2023,W,101,40,89,44.9,7,26,26.9,14,16,87.5,14,36,50,21,4,5,8,24,2
433,PHX,PHX vs. MEM,01/22/2023,W,112,39,88,44.3,13,35,37.1,21,25,84.0,6,34,40,25,10,5,17,26,2,MEM,MEM @ PHX,01/22/2023,L,110,40,92,43.5,11,32,34.4,19,27,70.4,15,37,52,28,8,4,20,22,-2
434,POR,POR vs. LAL,01/22/2023,L,112,37,86,43.0,17,46,37.0,21,25,84.0,11,27,38,24,5,7,12,24,-9,LAL,LAL @ POR,01/22/2023,W,121,45,86,52.3,10,30,33.3,21,27,77.8,10,41,51,23,5,5,13,19,9
435,TOR,TOR vs. NYK,01/22/2023,W,125,41,90,45.6,15,34,44.1,28,35,80.0,17,28,45,21,12,4,8,20,9,NYK,NYK @ TOR,01/22/2023,L,116,40,82,48.8,18,41,43.9,18,26,69.2,14,33,47,30,4,4,17,24,-9
436,GSW,GSW vs. BKN,01/22/2023,L,116,41,90,45.6,13,32,40.6,21,27,77.8,10,32,42,28,10,2,12,24,-4,BKN,BKN @ GSW,01/22/2023,W,120,43,79,54.4,14,27,51.9,20,31,64.5,9,33,42,30,4,7,16,22,4
437,CLE,CLE vs. MIL,01/21/2023,W,114,48,86,55.8,7,22,31.8,11,17,64.7,9,32,41,33,9,3,9,13,12,MIL,MIL @ CLE,01/21/2023,L,102,39,86,45.3,14,39,35.9,10,11,90.9,7,29,36,24,3,6,16,17,-12
438,TOR,TOR vs. BOS,01/21/2023,L,104,46,86,53.5,7,19,36.8,5,7,71.4,6,35,41,24,7,9,14,13,-2,BOS,BOS @ TOR,01/21/2023,W,106,38,85,44.7,16,35,45.7,14,15,93.3,11,30,41,25,9,8,15,17,2
439,SAC,SAC vs. PHI,01/21/2023,L,127,46,84,54.8,13,33,39.4,22,29,75.9,4,25,29,28,6,5,9,20,-2,PHI,PHI @ SAC,01/21/2023,W,129,49,93,52.7,12,28,42.9,19,23,82.6,16,30,46,27,4,3,15,26,2
440,PHX,PHX vs. IND,01/21/2023,W,112,38,91,41.8,12,31,38.7,24,35,68.6,14,41,55,27,9,8,15,20,5,IND,IND @ PHX,01/21/2023,L,107,36,96,37.5,13,37,35.1,22,26,84.6,11,37,48,22,10,4,15,29,-5
441,MIN,MIN vs. HOU,01/21/2023,W,113,38,83,45.8,17,41,41.5,20,24,83.3,3,27,30,20,12,9,12,26,9,HOU,HOU @ MIN,01/21/2023,L,104,38,79,48.1,9,24,37.5,19,33,57.6,15,41,56,24,4,6,23,19,-9
442,ATL,ATL vs. CHA,01/21/2023,L,118,45,83,54.2,11,25,44.0,17,20,85.0,6,34,40,24,5,4,18,20,-4,CHA,CHA @ ATL,01/21/2023,W,122,45,89,50.6,13,34,38.2,19,22,86.4,6,30,36,28,11,2,12,18,4
443,WAS,WAS vs. ORL,01/21/2023,W,138,51,95,53.7,18,34,52.9,18,25,72.0,9,37,46,34,6,5,8,18,20,ORL,ORL @ WAS,01/21/2023,L,118,42,90,46.7,14,34,41.2,20,24,83.3,9,32,41,24,3,10,11,19,-20
444,ORL,ORL vs. NOP,01/20/2023,W,123,39,75,52.0,15,30,50.0,30,34,88.2,5,37,42,28,2,5,15,18,13,NOP,NOP @ ORL,01/20/2023,L,110,41,91,45.1,10,35,28.6,18,24,75.0,11,28,39,29,9,5,11,21,-13
445,ATL,ATL vs. NYK,01/20/2023,W,139,56,100,56.0,13,34,38.2,14,16,87.5,14,25,39,27,6,4,7,16,15,NYK,NYK @ ATL,01/20/2023,L,124,49,83,59.0,13,30,43.3,13,17,76.5,9,25,34,27,5,3,12,15,-15
446,CLE,CLE vs. GSW,01/20/2023,L,114,42,84,50.0,14,33,42.4,16,19,84.2,10,25,35,24,7,8,15,15,-6,GSW,GSW @ CLE,01/20/2023,W,120,42,86,48.8,23,43,53.5,13,19,68.4,14,31,45,25,9,4,18,19,6
447,DAL,DAL vs. MIA,01/20/2023,W,115,37,80,46.3,18,38,47.4,23,28,82.1,10,27,37,21,7,1,10,22,25,MIA,MIA @ DAL,01/20/2023,L,90,33,69,47.8,4,20,20.0,20,27,74.1,5,34,39,15,3,1,16,22,-25
448,SAS,SAS vs. LAC,01/20/2023,L,126,51,89,57.3,14,26,53.8,10,14,71.4,12,22,34,34,3,1,7,15,-5,LAC,LAC @ SAS,01/20/2023,W,131,51,81,63.0,15,28,53.6,14,20,70.0,11,21,32,31,4,2,9,13,5
449,UTA,UTA vs. BKN,01/20/2023,L,106,37,88,42.0,16,39,41.0,16,23,69.6,13,33,46,24,6,1,11,18,-11,BKN,BKN @ UTA,01/20/2023,W,117,43,80,53.8,18,41,43.9,13,20,65.0,6,36,42,26,7,6,11,18,11
450,DEN,DEN vs. IND,01/20/2023,W,134,51,83,61.4,14,28,50.0,18,26,69.2,12,26,38,38,16,4,18,28,23,IND,IND @ DEN,01/20/2023,L,111,37,84,44.0,8,32,25.0,29,37,78.4,16,23,39,23,7,2,21,18,-23
451,LAL,LAL vs. MEM,01/20/2023,W,122,38,93,40.9,13,41,31.7,33,41,80.5,10,37,47,24,7,7,10,26,1,MEM,MEM @ LAL,01/20/2023,L,121,43,102,42.2,9,29,31.0,26,40,65.0,24,39,63,24,6,7,14,31,-1
452,SAC,SAC vs. OKC,01/20/2023,W,118,41,87,47.1,12,38,31.6,24,28,85.7,13,40,53,25,1,2,15,17,5,OKC,OKC @ SAC,01/20/2023,L,113,45,93,48.4,16,40,40.0,7,11,63.6,8,28,36,21,4,1,9,20,-5
453,PHX,PHX vs. BKN,01/19/2023,W,117,39,85,45.9,11,28,39.3,28,41,68.3,12,37,49,30,4,3,16,23,5,BKN,BKN @ PHX,01/19/2023,L,112,43,82,52.4,11,26,42.3,15,25,60.0,2,32,34,27,10,6,13,34,-5
454,DET,DET vs. CHI,01/19/2023,L,108,39,97,40.2,8,34,23.5,22,27,81.5,17,32,49,25,7,3,17,15,-18,CHI,CHI @ DET,01/19/2023,W,126,50,92,54.3,7,23,30.4,19,21,90.5,11,37,48,23,11,8,14,17,18
455,MIN,MIN vs. TOR,01/19/2023,W,128,45,89,50.6,17,40,42.5,21,23,91.3,8,29,37,31,12,5,15,20,2,TOR,TOR @ MIN,01/19/2023,L,126,46,87,52.9,14,28,50.0,20,27,74.1,8,30,38,26,8,6,16,19,-2
456,BOS,BOS vs. GSW,01/19/2023,W,121,43,108,39.8,13,41,31.7,22,30,73.3,18,45,63,21,10,5,17,19,3,GSW,GSW @ BOS,01/19/2023,L,118,40,100,40.0,18,52,34.6,20,23,87.0,8,39,47,28,10,7,16,26,-3
457,POR,POR vs. PHI,01/19/2023,L,95,32,85,37.6,9,37,24.3,22,29,75.9,13,31,44,19,4,3,16,15,-10,PHI,PHI @ POR,01/19/2023,W,105,41,81,50.6,8,26,30.8,15,19,78.9,5,38,43,24,8,8,15,23,10
458,NYK,NYK vs. WAS,01/18/2023,L,105,40,96,41.7,7,26,26.9,18,27,66.7,20,29,49,14,9,4,9,20,-11,WAS,WAS @ NYK,01/18/2023,W,116,42,95,44.2,16,42,38.1,16,19,84.2,18,34,52,28,5,9,14,23,11
459,DAL,DAL vs. ATL,01/18/2023,L,122,44,84,52.4,16,42,38.1,18,24,75.0,10,21,31,26,5,3,16,19,-8,ATL,ATL @ DAL,01/18/2023,W,130,49,86,57.0,13,26,50.0,19,20,95.0,7,28,35,28,7,4,12,23,8
460,MEM,MEM vs. CLE,01/18/2023,W,115,44,97,45.4,11,34,32.4,16,22,72.7,15,27,42,22,10,7,8,19,1,CLE,CLE @ MEM,01/18/2023,L,114,42,82,51.2,16,35,45.7,14,21,66.7,11,36,47,29,4,7,19,17,-1
461,HOU,HOU vs. CHA,01/18/2023,L,117,46,91,50.5,10,32,31.3,15,20,75.0,12,35,47,21,4,5,20,22,-5,CHA,CHA @ HOU,01/18/2023,W,122,48,96,50.0,9,36,25.0,17,25,68.0,11,26,37,27,14,10,10,20,5
462,NOP,NOP vs. MIA,01/18/2023,L,98,37,80,46.3,13,30,43.3,11,18,61.1,9,29,38,27,5,3,18,17,-26,MIA,MIA @ NOP,01/18/2023,W,124,50,94,53.2,12,35,34.3,12,16,75.0,10,33,43,37,11,2,11,17,26
463,OKC,OKC vs. IND,01/18/2023,W,126,47,93,50.5,16,38,42.1,16,21,76.2,13,29,42,41,12,7,19,25,20,IND,IND @ OKC,01/18/2023,L,106,39,94,41.5,12,33,36.4,16,24,66.7,20,28,48,23,9,10,24,19,-20
464,UTA,UTA vs. LAC,01/18/2023,W,126,45,87,51.7,19,32,59.4,17,22,77.3,9,35,44,26,4,7,8,19,23,LAC,LAC @ UTA,01/18/2023,L,103,37,92,40.2,15,34,44.1,14,21,66.7,16,34,50,23,1,6,13,20,-23
465,DEN,DEN vs. MIN,01/18/2023,W,122,45,85,52.9,8,21,38.1,24,32,75.0,8,26,34,27,10,2,16,19,4,MIN,MIN @ DEN,01/18/2023,L,118,42,81,51.9,12,32,37.5,22,28,78.6,12,24,36,26,6,10,19,27,-4
466,LAL,LAL vs. SAC,01/18/2023,L,111,43,89,48.3,11,34,32.4,14,18,77.8,6,30,36,26,9,3,7,20,-5,SAC,SAC @ LAL,01/18/2023,W,116,43,87,49.4,9,30,30.0,21,27,77.8,14,33,47,23,3,5,11,14,5
467,MIL,MIL vs. TOR,01/17/2023,W,130,46,86,53.5,19,39,48.7,19,21,90.5,6,36,42,24,5,5,12,19,8,TOR,TOR @ MIL,01/17/2023,L,122,46,101,45.5,13,35,37.1,17,27,63.0,20,30,50,20,7,5,9,14,-8
468,SAS,SAS vs. BKN,01/17/2023,W,106,37,97,38.1,7,34,20.6,25,28,89.3,13,41,54,23,12,4,16,22,8,BKN,BKN @ SAS,01/17/2023,L,98,37,88,42.0,3,23,13.0,21,24,87.5,10,39,49,22,10,8,21,26,-8
469,DEN,DEN vs. POR,01/17/2023,W,122,44,88,50.0,11,32,34.4,23,28,82.1,11,31,42,32,8,6,12,15,9,POR,POR @ DEN,01/17/2023,L,113,38,83,45.8,13,40,32.5,24,25,96.0,5,30,35,21,3,4,13,24,-9
470,LAC,LAC vs. PHI,01/17/2023,L,110,41,82,50.0,12,34,35.3,16,20,80.0,8,25,33,20,4,5,19,23,-10,PHI,PHI @ LAC,01/17/2023,W,120,39,73,53.4,13,31,41.9,29,34,85.3,8,25,33,25,12,4,15,17,10
471,MEM,MEM vs. PHX,01/16/2023,W,136,52,98,53.1,16,37,43.2,16,20,80.0,13,38,51,29,8,6,11,19,30,PHX,PHX @ MEM,01/16/2023,L,106,39,89,43.8,10,33,30.3,18,19,94.7,9,28,37,33,4,4,15,22,-30
472,NYK,NYK vs. TOR,01/16/2023,L,121,42,99,42.4,9,31,29.0,28,35,80.0,20,34,54,17,3,5,12,28,-2,TOR,TOR @ NYK,01/16/2023,W,123,38,96,39.6,13,44,29.5,34,41,82.9,14,28,42,27,8,12,6,25,2
